Record,Location,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,longitude,latitude
2017010584,MONTREAL RD @ ST. LAURENT BLVD,2017,9/5/2017,16:13:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64680983,45.44111453
2017010585,MONTREAL RD @ ST. LAURENT BLVD,2017,12/1/2017,14:32:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.64680068,45.44110632
2017010586,MONTREAL RD @ ST. LAURENT BLVD,2017,12/11/2017,9:22:00,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64683408,45.44111904
2017010587,MONTREAL RD @ ST. LAURENT BLVD,2017,12/1/2017,22:29:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement,-75.64680068,45.44110632
2017010588,MONTREAL RD @ ST. LAURENT BLVD,2017,3/13/2017,10:27:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.6468347,45.44111861
2017010589,MONTREAL RD @ ST. LAURENT BLVD,2017,2/20/2017,13:50:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.6468176,45.44111848
2017010590,MONTREAL RD @ ST. LAURENT BLVD,2017,12/23/2017,16:30:00,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,-75.64682206,45.44110604
2017010591,MONTREAL RD @ ST. LAURENT BLVD,2017,12/15/2017,19:35:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.64681549,45.44111152
2017010592,MONTREAL RD @ STE. ANNE ST,2017,10/23/2017,16:09:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.65759296,45.43758191
2017010593,MONTREAL RD @ STE. ANNE ST,2017,1/6/2017,18:14:00,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.6575768,45.43759937
2017010594,MONTREAL RD @ STE. ANNE ST,2017,2/9/2017,10:18:00,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.6575947,45.43758405
2017010595,MONTREAL RD @ STE. ANNE ST,2017,1/8/2017,14:41:00,01 - Clear,05 - Packed snow,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.65758923,45.43759414
2017010596,MONTREAL RD @ STE. ANNE ST,2017,12/23/2017,10:30:00,03 - Snow,04 - Slush,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.65758349,45.43758562
2017010597,MONTREAL RD @ VANIER PKWY,2017,6/14/2017,18:12:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.66574399,45.43448534
2017010598,MONTREAL RD @ VANIER PKWY,2017,5/15/2017,10:04:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.66575263,45.43447938
2017010599,MONTREAL RD @ VANIER PKWY,2017,5/15/2017,10:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66572707,45.43447318
2017010600,MONTREAL RD @ VANIER PKWY,2017,5/30/2017,9:13:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.6657672,45.43449012
2017010601,MONTREAL RD @ VANIER PKWY,2017,5/30/2017,8:26:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66572681,45.43449123
2017010602,MONTREAL RD @ VANIER PKWY,2017,6/16/2017,21:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66573553,45.43447926
2017010603,MONTREAL RD @ VANIER PKWY,2017,5/25/2017,8:05:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66575236,45.43449744
2017010604,MONTREAL RD @ VANIER PKWY,2017,5/2/2017,8:16:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66574399,45.43448534
2017010605,MONTREAL RD @ VANIER PKWY,2017,5/2/2017,15:38:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66574408,45.43447932
2017010606,MONTREAL RD @ VANIER PKWY,2017,8/19/2017,16:35:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66574024,45.43447377
2017010607,MONTREAL RD @ VANIER PKWY,2017,7/21/2017,15:27:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.6657483,45.43448334
2017010608,MONTREAL RD @ VANIER PKWY,2017,8/25/2017,23:12:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.6657483,45.43448334
2017010609,MONTREAL RD @ VANIER PKWY,2017,10/16/2017,6:21:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,04 - Sideswipe,-75.66575441,45.43447902
2017010610,MONTREAL RD @ VANIER PKWY,2017,9/26/2017,10:51:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66574826,45.43448539
2017010611,MONTREAL RD @ VANIER PKWY,2017,11/11/2017,21:07:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66575435,45.43448328
2017010612,MONTREAL RD @ VANIER PKWY,2017,11/28/2017,16:48:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,-75.66575138,45.434479
2017010613,MONTREAL RD @ VANIER PKWY,2017,11/17/2017,5:48:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.66575435,45.43448328
2017010614,MONTREAL RD @ VANIER PKWY,2017,11/7/2017,13:10:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66576125,45.43447941
2017010615,MONTREAL RD @ VANIER PKWY,2017,11/1/2017,19:26:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.6657483,45.43448322
2017010616,MONTREAL RD @ VANIER PKWY,2017,2/10/2017,20:15:00,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.66574832,45.43448199
2017010617,MONTREAL RD @ VANIER PKWY,2017,2/21/2017,16:41:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66575263,45.43447938
2017010618,MONTREAL RD @ VANIER PKWY,2017,3/24/2017,23:30:00,01 - Clear,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66573862,45.43448867
2017010619,MONTREAL RD @ VANIER PKWY,2017,12/20/2017,22:46:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66574228,45.43448107
2017010620,MONTREAL RD btwn AVIATION PKWY & DEN HAAG DR (1),2017,6/23/2017,8:45:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.63863105,45.44382089
2017010621,MONTREAL RD btwn AVIATION PKWY & DEN HAAG DR (1),2017,9/5/2017,16:26:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.63836312,45.44392603
2017010622,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,2017,5/27/2017,18:18:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.59618841,45.44649707
2017010623,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,2017,5/18/2017,9:45:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.59581252,45.44665967
2017010624,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,2017,8/30/2017,20:21:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.59444786,45.44725049
2017010625,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,2017,9/17/2017,12:07:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.59456707,45.44720309
2017010626,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,2017,9/21/2017,11:28:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.59598055,45.44656574
2017010627,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD,2017,2/12/2017,12:35:00,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.59497229,45.44703423
2017010628,MONTREAL RD btwn BLAIR RD & CLOVELLY RD,2017,8/31/2017,18:35:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,-75.61448773,45.44640946
2017010629,MONTREAL RD btwn BORTHWICK AVE & CUMMINGS AVE,2017,10/17/2017,17:35:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64146424,45.44288939
2017010630,MONTREAL RD btwn BRITTANY DR & BORTHWICK AVE,2017,4/18/2017,18:30:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.64191995,45.44273599
2017010631,MONTREAL RD btwn CENTER ST & BRITTANY DR,2017,9/19/2017,18:00:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,-75.643234,45.44230121
2017010632,MONTREAL RD btwn CENTER ST & BRITTANY DR,2017,1/31/2017,17:49:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.64316648,45.44233132
2017010633,MONTREAL RD btwn CODY AVE & OLMSTEAD ST,2017,10/4/2017,20:20:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.6629867,45.43556672
2017010634,MONTREAL RD btwn CODY AVE & OLMSTEAD ST,2017,1/8/2017,16:57:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,-75.66338827,45.43541181
2017010635,MONTREAL RD btwn CODY AVE & OLMSTEAD ST,2017,3/20/2017,18:41:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,04 - Sideswipe,-75.66312138,45.4355018
2017010636,MONTREAL RD btwn Continuation of MONTREAL RD & MARIER AVE,2017,8/7/2017,19:39:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,-75.66141279,45.43617076
2017010637,MONTREAL RD btwn CYR AVE & HANNAH ST,2017,6/1/2017,22:24:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.66361155,45.4353136
2017010638,MONTREAL RD btwn DEN HAAG DR & CODD'S RD,2017,9/21/2017,12:24:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.6323303,45.44586797
2017010639,MONTREAL RD btwn DEN HAAG DR & CODD'S RD,2017,4/9/2017,1:37:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.63575542,45.44474285
2017010640,MONTREAL RD btwn DUROCHER ST & SAVARD AVE,2017,10/29/2017,2:22:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.66471511,45.43487394
2017010641,"MONTREAL RD btwn EGLISE, RUE DE L & ST. LAURENT BLVD",2017,6/19/2017,13:30:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,-75.64915834,45.44032503
2017010642,"MONTREAL RD btwn EGLISE, RUE DE L & ST. LAURENT BLVD",2017,9/15/2017,8:56:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.65064044,45.43988345
2017010643,"MONTREAL RD btwn EGLISE, RUE DE L & ST. LAURENT BLVD",2017,11/30/2017,8:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.64947277,45.44027098
2017010644,"MONTREAL RD btwn EGLISE, RUE DE L & ST. LAURENT BLVD",2017,2/15/2017,16:57:00,03 - Snow,04 - Slush,10 - No control,04 - At/near private drive,05 - Dusk,02 - Non-fatal injury,02 - Angle,-75.64815601,45.44068024
2017010645,"MONTREAL RD btwn EGLISE, RUE DE L & ST. LAURENT BLVD",2017,1/16/2017,15:57:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64690389,45.44108089
2017010646,MONTREAL RD btwn ELWOOD ST & BECKENHAM LANE,2017,11/26/2017,19:31:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.60925862,45.44594936
2017010647,MONTREAL RD btwn ELWOOD ST & BECKENHAM LANE,2017,2/15/2017,17:20:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.60955541,45.44596926
2017010648,MONTREAL RD btwn GATESTONE PRIV & SINCLAIR ST,2017,12/18/2017,1:36:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.59026848,45.44908024
2017010649,MONTREAL RD btwn GRANVILLE ST & ALFRED ST,2017,12/14/2017,21:13:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,01 - Approaching,-75.65595685,45.43811485
2017010650,MONTREAL RD btwn HILLSIDE DR & MONTREAL SQUARE SC,2017,6/30/2017,11:43:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.64445788,45.44188524
2017010651,MONTREAL RD btwn HILLSIDE DR & MONTREAL SQUARE SC,2017,8/11/2017,18:46:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64449131,45.44189109
2017010652,MONTREAL RD btwn LACASSE AVE & STE. ANNE ST,2017,8/14/2017,20:42:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,07 - SMV other,-75.6577148,45.4375401
2017010653,MONTREAL RD btwn LAJOIE ST & L'ALLEMAND ST,2017,2/2/2017,13:52:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.65956479,45.43689062
2017010654,MONTREAL RD btwn L'ALLEMAND ST & ALTHA AVE,2017,5/19/2017,18:09:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,-75.65898566,45.43711118
2017010655,MONTREAL RD btwn L'ALLEMAND ST & ALTHA AVE,2017,4/4/2017,6:53:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,07 - SMV other,-75.65886714,45.43714924
2017010656,MONTREAL RD btwn MISS OTTAWA ST & GATESTONE PRIV,2017,3/23/2017,16:05:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.59199175,45.44835638
2017010657,MONTREAL RD btwn MONA AVE & LAFONTAINE AVE,2017,10/20/2017,20:18:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.65621139,45.43804659
2017010658,MONTREAL RD btwn MONTGOMERY ST & PALACE ST,2017,5/30/2017,16:07:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.66785306,45.43367183
2017010659,MONTREAL RD btwn MONTGOMERY ST & PALACE ST,2017,9/15/2017,17:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,-75.66796098,45.43360481
2017010660,MONTREAL RD btwn MONTGOMERY ST & PALACE ST,2017,11/8/2017,15:38:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.66758605,45.43375679
2017010661,MONTREAL RD btwn MONTREAL SQUARE SC & CENTER ST,2017,11/16/2017,12:22:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64364114,45.44218007
2017010662,MONTREAL RD btwn MONTREAL SQUARE SC & CENTER ST,2017,3/29/2017,11:27:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64362404,45.44217994
2017010663,MONTREAL RD btwn OGILVIE RD & LAPORTE ST,2017,5/4/2017,17:36:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.59395263,45.44746352
2017010664,MONTREAL RD btwn OGILVIE RD & LAPORTE ST,2017,3/27/2017,11:51:00,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.5938236,45.44751065
2017010665,MONTREAL RD btwn OR174 IC109 RAMP66 & OR174 IC109 RAMP65,2017,5/30/2017,16:38:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.58575698,45.45074997
2017010666,MONTREAL RD btwn OR174 IC109 RAMP66 & OR174 IC109 RAMP65,2017,2/15/2017,8:30:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.58473381,45.45106524
2017010667,MONTREAL RD btwn OR174 IC109 RAMP66 & OR174 IC109 RAMP65,2017,12/18/2017,13:05:00,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.58537596,45.45086624
2017010668,MONTREAL RD btwn PALACE ST & VANIER PKWY,2017,7/31/2017,16:06:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.66683758,45.43404613
2017010669,MONTREAL RD btwn PALACE ST & VANIER PKWY,2017,9/24/2017,10:30:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.66687389,45.43405484
2017010670,MONTREAL RD btwn PALACE ST & VANIER PKWY,2017,9/5/2017,10:53:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66689913,45.43404629
2017010671,MONTREAL RD btwn PALACE ST & VANIER PKWY,2017,11/19/2017,21:19:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.66610009,45.43434211
2017010672,MONTREAL RD btwn PALACE ST & VANIER PKWY,2017,4/7/2017,17:22:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66654341,45.43419022
2017010673,MONTREAL RD btwn PALACE ST & VANIER PKWY,2017,4/3/2017,12:37:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66672295,45.4340975
2017010674,MONTREAL RD btwn SHEFFORD RD & OR174 IC109 RAMP56,2017,10/6/2017,19:12:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,-75.58791551,45.45005414
2017010675,MONTREAL RD btwn SINCLAIR ST & SHEFFORD RD,2017,10/6/2017,15:37:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.58972327,45.44933037
2017010676,MONTREAL RD btwn SINCLAIR ST & SHEFFORD RD,2017,12/8/2017,7:45:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,03 - Rear end,-75.58919048,45.44955472
2017010677,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,6/11/2017,20:59:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,03 - Rear end,-75.64606973,45.44138375
2017010678,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,6/8/2017,18:33:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.64506256,45.4416933
2017010679,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,7/6/2017,16:10:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,-75.64593239,45.44141884
2017010680,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,9/21/2017,13:47:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.64535934,45.44160351
2017010681,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,10/17/2017,19:05:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,02 - Angle,-75.64489756,45.44174084
2017010682,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,9/5/2017,16:44:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.64634284,45.44128738
2017010683,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,1/26/2017,14:16:00,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.64578288,45.44146369
2017010684,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,3/7/2017,15:45:00,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64505627,45.44168314
2017010685,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,3/7/2017,15:44:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64666326,45.44114742
2017010686,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,12/19/2017,16:04:00,02 - Rain,04 - Slush,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,05 - Turning movement,-75.64613488,45.44133312
2017010687,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR,2017,1/16/2017,15:57:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.64669654,45.44116731
2017010688,MONTREAL RD/HANNAH ST @ CODY AVE,2017,9/14/2017,16:00:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.66339826,45.43540168
2017010689,MONTREAL RD/HANNAH ST @ CODY AVE,2017,4/6/2017,9:09:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66341009,45.43540885
2017010690,MONTREAL RD/HANNAH ST @ CODY AVE,2017,3/31/2017,20:45:00,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66339792,45.43541217
2017010691,MOODIE DR @ 200 N OF ROBERTSON RD,2017,3/15/2017,17:34:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.83429378,45.32379809
2017010692,MOODIE DR @ CORKSTOWN RD,2017,5/24/2017,13:55:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.84220667,45.34290671
2017010693,MOODIE DR @ CORKSTOWN RD,2017,6/18/2017,15:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.842321,45.34296142
2017010694,MOODIE DR @ CORKSTOWN RD,2017,7/28/2017,6:41:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.84225091,45.34290831
2017010695,MOODIE DR @ FITZGERALD RD/STAFFORD RD,2017,1/20/2017,13:15:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.83511796,45.3253165
2017010696,MOODIE DR @ HWY 417 MOODIE IC134R63,2017,11/22/2017,8:30:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.84173338,45.34037068
2017010697,MOODIE DR @ RICHMOND RD N,2017,1/20/2017,9:41:00,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,-75.82921886,45.31520278
2017010698,MOODIE DR @ RICHMOND RD N,2017,2/14/2017,10:57:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.82921129,45.31518887
2017010699,MOODIE DR @ RICHMOND RD S,2017,6/12/2017,11:32:00,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.82871357,45.31384571
2017010700,MOODIE DR @ RICHMOND RD S,2017,1/23/2017,17:34:00,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,-75.8287108,45.31385171
2017010701,MOODIE DR @ ROBERTSON RD,2017,6/13/2017,14:45:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.83329724,45.32211243
